StudentID,Grade,Attempt,Date,Reading,Math,Writing,Total
80320144,11,1,1/24/2015,440,510,560,1510
80320145,11,1,1/24/2015,430,580,480,1490
80320148,11,1,1/24/2015,340,470,330,1140
80320149,11,1,1/24/2015,300,370,410,1080
80320151,11,1,1/24/2015,440,560,500,1500
80520003,11,1,1/24/2015,340,420,350,1110
80520006,11,1,5/3/2014,360,440,350,1150
80520006,12,2,10/11/2014,380,410,370,1160
80520009,11,1,1/24/2015,450,450,530,1430
80520010,11,1,5/3/2014,390,500,460,1350
80520010,12,2,10/11/2014,420,500,430,1350
80520012,11,1,5/3/2014,470,500,480,1450
80520012,12,2,10/11/2014,440,470,410,1320
80520019,11,1,1/24/2015,370,420,410,1200
80520023,11,1,5/3/2014,360,470,410,1240
80520023,12,2,10/11/2014,370,430,380,1180
80520027,11,1,5/3/2014,500,540,620,1660
80520030,11,1,5/3/2014,440,620,540,1600
80520034,11,1,5/3/2014,610,570,660,1840
80520034,12,2,10/11/2014,650,520,640,1810
80520037,11,1,5/3/2014,510,600,550,1660
80520037,12,2,10/11/2014,450,510,550,1510
80520039,11,1,1/24/2015,340,420,410,1170
80520043,11,1,5/3/2014,300,410,360,1070
80520043,12,2,10/11/2014,380,390,380,1150
80520045,11,1,5/3/2014,410,530,410,1350
80520049,11,1,1/24/2015,350,440,410,1200
80520051,11,1,5/3/2014,550,540,490,1580
80520051,12,2,10/11/2014,550,510,470,1530
80520052,11,1,5/3/2014,390,410,390,1190
80520052,12,2,12/6/2014,440,490,460,1390
80520053,11,1,5/3/2014,350,510,290,1150
80520060,11,1,5/3/2014,390,470,420,1280
80520064,11,1,5/3/2014,440,510,470,1420
80520066,11,1,5/3/2014,420,530,440,1390
80520066,12,2,10/11/2014,430,530,360,1320
80520067,11,1,1/24/2015,290,450,390,1130
80520072,11,1,5/3/2014,340,380,390,1110
80520081,11,1,5/3/2014,410,360,350,1120
80520081,12,2,10/11/2014,420,350,360,1130
80520082,11,1,1/24/2015,290,470,360,1120
80520084,11,1,5/3/2014,410,470,390,1270
80520084,12,2,10/11/2014,380,410,370,1160
80520088,11,1,5/3/2014,300,380,360,1040
80520088,12,2,10/11/2014,330,410,290,1030
80520094,11,1,1/24/2015,410,380,480,1270
80520100,11,1,5/3/2014,550,530,480,1560
80520100,12,2,10/11/2014,500,510,500,1510
80620004,11,1,5/3/2014,420,610,520,1550
80620004,12,2,10/11/2014,450,560,490,1500
80620007,11,1,5/3/2014,340,490,310,1140
80620007,12,2,10/11/2014,390,480,320,1190
80620011,11,1,5/3/2014,420,320,290,1030
80620011,12,2,10/11/2014,410,400,410,1220
80620012,11,1,5/3/2014,400,490,490,1380
80620012,12,2,10/11/2014,380,490,440,1310
80620014,11,1,5/3/2014,400,400,360,1160
80620014,12,2,10/11/2014,360,410,360,1130
80620017,11,1,5/3/2014,450,410,540,1400
80620017,12,2,11/8/2014,410,450,530,1390
80620018,11,1,5/3/2014,440,440,420,1300
80620018,12,2,10/11/2014,520,440,390,1350
80620020,11,1,1/24/2015,320,400,400,1120
80620022,11,1,1/24/2015,300,420,350,1070
80620027,11,1,1/24/2015,380,310,390,1080
80620028,11,1,5/3/2014,380,470,350,1200
80620028,12,2,10/11/2014,350,530,300,1180
80620032,11,1,5/3/2014,500,450,500,1450
80620039,11,1,5/3/2014,390,470,340,1200
80620047,11,1,5/3/2014,200,370,290,860
80620050,11,1,5/3/2014,450,450,440,1340
80620055,11,1,5/3/2014,420,510,460,1390
80620055,12,2,10/11/2014,430,490,480,1400
80620056,11,1,5/3/2014,360,360,300,1020
80620058,11,1,5/3/2014,480,470,520,1470
80620065,11,1,5/3/2014,400,390,420,1210
80620065,12,2,10/11/2014,390,370,430,1190
80620066,11,1,5/3/2014,450,500,490,1440
80620066,12,2,10/11/2014,470,510,450,1430
80620088,11,1,1/15/2013,360,430,460,1250
80620088,11,2,5/4/2013,370,440,440,1250
80620088,12,3,10/5/2013,360,420,400,1180
80620102,11,1,5/3/2014,390,390,330,1110
80620102,12,2,10/11/2014,400,390,410,1200
80620106,11,1,5/3/2014,440,460,450,1350
80620113,11,1,5/3/2014,550,540,650,1740
80620123,11,1,1/24/2015,390,380,310,1080
80620127,11,1,5/3/2014,360,470,410,1240
80620128,11,1,5/3/2014,200,320,310,830
80620128,11,2,1/24/2015,290,380,330,1000
80620133,11,1,5/3/2014,380,500,480,1360
80620133,12,2,10/11/2014,400,510,500,1410
80720002,11,1,3/8/2014,460,520,510,1490
80720002,11,2,6/7/2014,430,510,550,1490
80720002,12,3,10/11/2014,520,490,540,1550
80720019,11,1,3/8/2014,380,460,440,1280
80720019,11,2,6/7/2014,370,460,510,1340
80720019,12,3,10/11/2014,400,450,490,1340
80720024,11,1,3/8/2014,390,460,450,1300
80720024,12,2,10/11/2014,380,510,390,1280
80720028,11,1,3/14/2015,320,340,310,970
80720029,11,1,3/8/2014,330,400,410,1140
80720029,11,2,6/7/2014,380,410,390,1180
80720029,12,3,10/11/2014,380,420,320,1120
80720034,11,1,3/8/2014,370,420,420,1210
80720034,11,2,6/7/2014,400,410,400,1210
80720034,12,3,10/11/2014,430,430,410,1270
80720037,11,1,3/8/2014,440,470,480,1390
80720037,11,2,6/7/2014,380,510,480,1370
80720037,12,3,10/11/2014,440,510,460,1410
80720039,11,1,3/8/2014,420,470,520,1410
80720039,11,2,6/7/2014,430,550,610,1590
80720039,12,3,10/11/2014,440,480,540,1460
80720044,11,1,3/8/2014,430,510,560,1500
80720044,12,2,10/11/2014,400,400,480,1280
80720060,11,1,3/8/2014,360,420,500,1280
80720060,11,2,6/7/2014,390,440,470,1300
80720060,12,3,10/11/2014,410,460,460,1330
80720061,11,1,3/8/2014,420,500,460,1380
80720061,11,2,6/7/2014,370,470,510,1350
80720061,12,3,10/11/2014,440,460,470,1370
80720062,11,1,3/8/2014,500,520,470,1490
80720062,11,2,6/7/2014,580,580,540,1700
80720062,12,3,10/11/2014,590,490,480,1560
80720066,11,1,3/8/2014,580,450,510,1540
80720066,11,2,6/7/2014,590,530,570,1690
80720066,12,3,10/11/2014,600,520,570,1690
80720072,11,1,3/8/2014,370,330,410,1110
80720072,11,2,6/7/2014,360,410,380,1150
80720074,11,1,3/8/2014,460,540,600,1600
80720074,11,2,6/7/2014,520,590,620,1730
80720078,11,1,3/8/2014,370,530,430,1330
80720078,11,2,6/7/2014,410,560,430,1400
80720078,12,3,10/11/2014,280,520,340,1140
80720080,11,1,3/8/2014,610,570,650,1830
80720080,11,2,6/7/2014,580,620,650,1850
80720080,12,3,10/11/2014,650,610,670,1930
80720081,11,1,3/8/2014,420,430,440,1290
80720081,11,2,6/7/2014,450,530,420,1400
80720081,12,3,10/11/2014,430,510,420,1360
80720086,11,1,3/8/2014,450,440,520,1410
80720086,11,2,6/7/2014,470,440,560,1470
80720086,12,3,10/11/2014,530,430,620,1580
80720088,11,1,3/8/2014,560,580,520,1660
80720088,11,2,6/7/2014,560,560,600,1720
80720088,12,3,10/11/2014,560,540,650,1750
80720089,11,1,3/8/2014,580,450,620,1650
80720089,11,2,6/7/2014,540,470,670,1680
80720089,12,3,10/11/2014,540,470,590,1600
80720091,11,1,3/8/2014,400,470,480,1350
80720091,11,2,6/7/2014,450,520,530,1500
80720091,12,3,10/11/2014,410,480,450,1340
80720092,11,1,3/8/2014,350,380,360,1090
80720092,11,2,6/7/2014,320,320,370,1010
80720092,12,3,10/11/2014,340,320,350,1010
80720094,11,1,3/8/2014,350,500,440,1290
80720094,11,2,6/7/2014,430,520,480,1430
80720094,12,3,10/11/2014,410,500,410,1320
90120006,11,1,3/14/2015,570,580,650,1800
90120008,11,1,3/14/2015,540,530,570,1640
90120013,11,1,3/1/2012,590,610,680,1880
90120013,11,2,5/1/2012,620,630,650,1900
90120013,12,3,10/1/2012,690,630,650,1970
90120014,11,1,3/8/2014,570,630,670,1870
90120014,11,2,6/7/2014,590,560,630,1780
90120014,12,3,10/11/2014,640,590,630,1860
90120019,11,1,3/14/2015,580,470,510,1560
90120027,11,1,3/1/2013,410,550,470,1430
90120027,11,2,5/4/2013,420,520,520,1460
90120027,11,3,6/1/2013,440,560,490,1490
90120027,12,4,10/5/2013,450,540,440,1430
90220005,11,1,3/1/2013,400,450,530,1380
90220005,11,2,5/4/2013,430,470,490,1390
90220005,11,3,6/1/2013,390,510,540,1440
90220005,12,4,10/5/2013,420,460,500,1380
90220006,11,1,3/1/2013,470,640,560,1670
90220006,11,2,5/4/2013,500,630,580,1710
90220006,11,3,6/1/2013,500,630,580,1710
90220006,12,4,10/5/2013,520,630,610,1760
90220007,11,1,3/8/2014,330,370,350,1050
90220007,11,2,6/7/2014,380,380,340,1100
90220011,11,1,3/14/2015,260,230,300,790
90220016,11,1,3/1/2013,450,450,450,1350
90220016,11,2,5/4/2013,460,530,410,1400
90220016,11,3,6/1/2013,440,560,450,1450
90220016,12,4,10/5/2013,530,530,420,1480
90220031,11,1,3/14/2015,660,610,610,1880
90320003,11,1,1/24/2015,520,480,540,1540
90320005,11,1,1/24/2015,450,500,460,1410
90320009,11,1,1/24/2015,360,460,400,1220
90320011,11,1,1/24/2015,410,420,400,1230
90320014,11,1,1/24/2015,390,440,450,1280
90320016,11,1,1/24/2015,320,400,470,1190
90320026,11,1,1/24/2015,450,600,540,1590
90320029,11,1,1/24/2015,470,530,610,1610
90320033,11,1,1/24/2015,480,500,510,1490
90320040,11,1,1/24/2015,550,440,430,1420
90320044,11,1,1/24/2015,390,450,450,1290
90330001,10,1,6/1/2011,480,390,430,1300
90330003,10,1,6/1/2011,350,460,360,1170
90330003,11,2,3/1/2012,480,500,500,1480
90330003,11,3,6/1/2012,390,470,470,1330
90330003,12,4,10/1/2012,370,480,420,1270
90330004,10,1,6/1/2011,490,390,430,1310
90330004,11,2,3/1/2012,480,450,640,1570
90330004,11,3,6/1/2012,500,450,610,1560
90330004,12,4,10/1/2012,570,490,580,1640
90330005,10,1,6/1/2011,480,380,300,1160
90330005,11,2,3/1/2012,440,450,420,1310
90330005,11,3,6/1/2012,400,500,440,1340
90330005,12,4,10/1/2012,420,510,420,1350
90330007,10,1,6/1/2011,390,340,350,1080
90330007,11,2,3/1/2012,400,490,530,1420
90330007,11,3,6/1/2012,430,510,510,1450
90330007,12,4,10/1/2012,440,520,450,1410
90330008,10,1,6/1/2011,280,390,300,970
90330008,11,2,3/1/2012,390,450,410,1250
90330008,11,3,6/1/2012,420,420,420,1260
90330008,12,4,10/1/2012,460,510,370,1340
90330010,11,1,1/15/2013,470,480,410,1360
90330010,11,2,5/4/2013,400,410,390,1200
90330010,12,3,10/5/2013,410,380,390,1180
90330013,10,1,6/1/2011,490,390,390,1270
90330013,11,2,3/1/2012,570,490,450,1510
90330013,11,3,6/1/2012,560,530,480,1570
90330013,12,4,10/1/2012,500,440,420,1360
90330014,11,1,3/1/2012,370,450,390,1210
90330014,11,2,6/1/2012,310,430,370,1110
90330014,12,3,10/1/2012,440,460,380,1280
90330015,10,1,6/1/2011,400,400,340,1140
90330015,11,2,3/1/2012,450,530,480,1460
90330015,11,3,6/1/2012,440,520,490,1450
90330015,12,4,10/1/2012,450,510,430,1390
90520004,11,1,1/24/2015,410,480,410,1300
90520005,11,1,1/24/2015,500,540,540,1580
90520007,11,1,1/24/2015,360,450,380,1190
90520019,11,1,1/24/2015,580,620,570,1770
90520020,11,1,1/24/2015,430,500,530,1460
90520026,11,1,1/24/2015,450,560,560,1570
90520031,11,1,1/24/2015,430,500,560,1490
90520039,11,1,1/24/2015,500,530,440,1470
90520042,11,1,1/24/2015,340,500,400,1240
90520048,11,1,1/24/2015,390,520,510,1420
90520050,11,1,1/24/2015,420,440,450,1310
90520063,11,1,5/3/2014,360,360,430,1150
90520063,12,2,10/11/2014,380,390,430,1200
90520071,11,1,1/24/2015,230,340,340,910
90520079,11,1,1/24/2015,510,480,490,1480
90520087,11,1,1/24/2015,370,420,370,1160
90520088,11,1,1/24/2015,370,460,420,1250
90520089,11,1,5/3/2014,560,590,550,1700
90520089,12,2,10/11/2014,520,590,560,1670
90520096,11,1,1/24/2015,300,360,380,1040
90520098,11,1,1/24/2015,390,470,450,1310
90520104,11,1,1/24/2015,430,410,450,1290
90520109,11,1,1/24/2015,420,500,420,1340
90520184,11,1,1/24/2015,330,540,350,1220
90520196,11,1,1/24/2015,510,610,570,1690
90620004,11,1,1/24/2015,380,350,380,1110
90620014,11,1,1/24/2015,390,450,460,1300
90620020,11,1,1/24/2015,370,350,420,1140
90620022,11,1,1/24/2015,320,380,330,1030
90620030,11,1,1/24/2015,380,390,380,1150
90620031,11,1,1/24/2015,480,500,480,1460
90620054,11,1,1/24/2015,550,610,590,1750
90620060,11,1,1/24/2015,430,450,330,1210
90620062,11,1,1/24/2015,320,490,440,1250
90620063,11,1,1/24/2015,360,410,420,1190
90620065,11,1,1/24/2015,530,500,480,1510
90620070,11,1,1/24/2015,460,490,510,1460
90620071,11,1,1/24/2015,340,490,570,1400
90620075,11,1,1/24/2015,350,410,400,1160
90620077,11,1,1/24/2015,520,510,480,1510
90620087,11,1,1/24/2015,430,480,350,1260
90620091,11,1,1/24/2015,430,640,470,1540
90720002,11,1,3/14/2015,440,530,530,1500
90720014,11,1,3/14/2015,290,390,330,1010
90720017,11,1,3/14/2015,300,280,360,940
90720020,11,1,3/14/2015,420,440,510,1370
90720027,11,1,3/14/2015,330,400,410,1140
90720031,11,1,3/14/2015,540,530,490,1560
90720033,11,1,3/14/2015,370,400,440,1210
90720034,11,1,3/14/2015,400,420,380,1200
90720039,11,1,3/14/2015,470,470,550,1490
90720040,11,1,3/14/2015,350,460,470,1280
90720043,11,1,3/14/2015,470,470,450,1390
90720046,11,1,3/14/2015,550,500,650,1700
90720055,11,1,3/14/2015,440,470,500,1410
90720069,11,1,3/14/2015,470,440,450,1360
90720070,11,1,3/14/2015,380,420,440,1240
90720079,11,1,3/14/2015,590,580,560,1730
90720083,11,1,3/8/2014,410,500,410,1320
90720083,11,2,6/7/2014,460,470,460,1390
90720085,11,1,3/8/2014,460,470,540,1470
90720085,11,2,6/7/2014,430,490,480,1400
90720085,12,3,10/11/2014,500,430,440,1370
90720090,11,1,3/8/2014,530,420,470,1420
90720090,12,2,10/11/2014,560,460,510,1530
93560021,11,1,1/24/2015,330,450,470,1250
100120031,11,1,3/14/2015,490,520,500,1510
100120032,11,1,3/14/2015,530,510,560,1600
100130003,11,1,3/1/2012,460,580,520,1560
100130003,11,2,5/1/2012,470,580,540,1590
100130003,12,3,10/1/2012,490,580,570,1640
100130004,12,1,10/1/2012,290,280,220,790
100130007,11,1,5/4/2013,530,540,510,1580
100130007,11,2,6/1/2013,530,540,510,1580
100130010,11,1,3/1/2013,420,530,460,1410
100130010,11,2,5/4/2013,430,570,590,1590
100130010,11,3,6/1/2013,410,560,470,1440
100130010,12,4,10/5/2013,480,570,420,1470
100130012,11,1,3/1/2013,440,520,510,1470
100130012,11,2,5/4/2013,470,500,540,1510
100130012,11,3,6/1/2013,500,550,540,1590
100130012,12,4,10/5/2013,470,510,560,1540
100330001,11,1,5/3/2014,310,350,430,1090
100520017,11,1,1/24/2015,390,370,310,1070
100720074,11,1,3/14/2015,290,260,330,880
100720077,11,1,3/8/2014,680,710,670,2060
100720077,12,2,11/8/2014,780,720,740,2240
100720085,11,1,3/8/2014,370,400,460,1230
100720085,11,2,6/7/2014,390,490,470,1350
100720085,12,3,11/8/2014,350,500,450,1300
100720089,11,1,3/8/2014,390,310,440,1140
100720089,12,2,10/11/2014,400,410,370,1180
100720109,11,1,3/14/2015,550,520,520,1590
110120099,11,1,3/14/2015,300,450,450,1200
110120100,11,1,3/14/2015,290,320,290,900
110130001,11,1,3/1/2013,340,380,460,1180
110130001,11,2,5/4/2013,370,430,400,1200
110130001,11,3,6/1/2013,340,420,480,1240
110130001,12,4,10/5/2013,410,410,420,1240
110130002,11,1,3/1/2012,300,540,290,1130
110130002,11,2,5/1/2012,330,510,360,1200
110130002,12,3,10/1/2012,380,520,320,1220
110220018,11,1,3/14/2015,390,420,380,1190
110520001,11,1,1/24/2015,520,520,520,1560
110520002,11,1,1/24/2015,400,520,470,1390
110520038,11,1,1/24/2015,380,440,350,1170
110520039,11,1,1/24/2015,360,500,420,1280
110520040,11,1,1/24/2015,430,440,420,1290
110520042,11,1,1/24/2015,410,460,500,1370
110520046,11,1,1/24/2015,390,400,440,1230
110520050,11,1,1/24/2015,430,520,370,1320
110520051,11,1,1/24/2015,410,580,510,1500
110720007,11,1,3/14/2015,440,550,560,1550
110720013,11,1,3/14/2015,580,590,610,1780
110720102,11,1,3/14/2015,400,460,450,1310
110720103,11,1,3/8/2014,400,420,520,1340
110720103,11,2,6/7/2014,450,460,500,1410
110720103,12,3,10/11/2014,460,430,500,1390
110720106,11,1,3/8/2014,420,460,440,1320
110720106,11,2,6/7/2014,430,460,490,1380
110720106,12,3,10/11/2014,430,470,420,1320
120130001,11,1,3/8/2014,580,530,540,1650
120130001,11,2,6/7/2014,610,550,600,1760
120130003,11,1,3/8/2014,400,460,370,1230
120130003,11,2,6/7/2014,410,510,440,1360
120130003,12,3,10/11/2014,420,450,400,1270
120130004,11,1,3/8/2014,350,480,440,1270
120130004,11,2,6/7/2014,390,530,500,1420
120130004,12,3,10/11/2014,430,520,420,1370
120220017,11,1,3/14/2015,300,360,390,1050
120330001,11,1,5/3/2014,420,490,500,1410
120330002,11,1,5/3/2014,380,470,390,1240
120330002,12,2,10/11/2014,400,430,410,1240
120330003,11,1,1/15/2013,440,330,430,1200
120330003,11,2,5/4/2013,410,410,480,1300
120330003,11,3,5/3/2014,470,370,460,1300
120330003,12,4,10/11/2014,440,370,350,1160
120620033,11,1,1/24/2015,450,400,460,1310
130330003,11,1,5/3/2014,420,350,400,1170
130330003,12,2,10/11/2014,370,320,360,1050
130330004,11,1,1/24/2015,360,460,500,1320
130330005,11,1,1/15/2013,420,250,380,1050
130330005,11,2,5/4/2013,310,290,370,970
130330006,11,1,1/15/2013,370,390,430,1190
130330006,11,2,5/4/2013,360,470,420,1250
130330008,11,1,5/3/2014,430,550,600,1580
130330008,12,2,10/11/2014,470,530,590,1590
140130004,11,1,3/14/2015,270,430,410,1110
